subject,level,true_time,min_time,coco_count,rmi
48494,9,136.2020263671875,1223.866943359375,339,0.3202198388298376
48494,6,76.7669677734375,1360.0679931640625,204,0.8628807920614934
48496,6,105.20659255981445,52.04800033569336,236,0.2622444498248562
48496,7,135.75791931152344,157.35589599609375,286,0.2722187029620161
48496,8,128.06579589843744,293.12109375,231,0.3985679465732018
48496,1,168.70690917968756,421.18560791015625,345,0.23947317565842685
48496,5,149.5982666015625,589.88592529296875,347,0.25843559930086046
48496,9,164.94769287109364,739.49102783203125,310,0.39195673892426575
48496,2,120.16577148437511,904.4395141601564,250,0.3022531537164892
48496,4,173.498046875,1024.60498046875,277,0.38206587403320125
48496,3,186.3900146484375,1198.094970703125,287,0.4172384885470045
48496,10,162.6820068359375,1384.489990234375,349,0.33220849273065345
48497,5,151.10966873168945,50.99042892456055,348,0.2525141758401471
48497,9,205.74929809570313,202.2165985107422,304,0.37101907388094657
48497,8,145.63357543945313,407.9660949707031,229,0.34569202807014376
48497,2,103.88330078125,553.59930419921875,208,0.6289368659914191
48497,7,132.49951171875,657.48248291015625,246,0.3011109531732111
48497,4,179.0167236328125,789.982421875,278,0.3024016270552832
48497,6,117.16644287109375,968.9824829101564,217,0.45860377894368043
48497,10,159.4830322265625,1086.166015625,343,0.41244403421378373
48497,3,153.7030029296875,1245.6319580078125,322,0.3888376357114196
48497,1,142.56201171875,1399.3470458984375,342,0.4106645295429401
48498,10,195.90160369873047,57.01129913330078,344,0.28135005179882056
48498,2,129.60040283203125,253.0131072998047,244,0.1758037405601076
48498,3,169.23931884765625,382.6167907714844,306,0.275141819079445
48498,4,180.51214599609375,551.86932373046875,303,0.25888869312728
48498,8,134.784912109375,732.36492919921875,241,0.28965069050323655
48498,1,187.4183349609375,867.166015625,346,0.209859592778186
48498,6,110.6009521484375,1054.5849609375,237,0.24035736090877102
48498,5,168.7349853515625,1165.18603515625,347,0.24130859286518413
48498,9,178.2139892578125,1333.9200439453125,306,0.3218079138316271
