subject,level,total_time,total_distance,start_time,rmi
48494,6,76.6510009765625,862.9669324039227,1360.0679931640625,0.8628807920614934
48494,7,115.885009765625,1324.5269571754268,1107.864990234375,0.7733539494603936
48494,8,117.78488159179688,1345.3815234043846,217.05230712890625,0.68135703156174
48494,9,136.0850830078125,1536.90501667417,1223.866943359375,0.3202198388298376
48494,10,224.88616943359364,1913.5798940620266,738.8106079101564,0.387377657120071
48496,1,168.599609375,1946.1273500670734,421.18560791015625,0.23947317565842685
48496,2,120.05743408203114,1273.0392962112408,904.4395141601564,0.3022531537164892
48496,3,186.2900390625,1550.8353746796827,1198.094970703125,0.4172384885470045
48496,4,173.3900146484375,2004.1704586187168,1024.60498046875,0.38206587403320125
48496,5,149.49755859375,1713.376254301787,589.88592529296875,0.25843559930086046
48496,6,105.20659255981445,1178.2541710768492,52.04800033569336,0.2622444498248562
48496,7,135.6566162109375,1496.5464307763382,157.35589599609375,0.2722187029620161
48496,8,127.9572143554687,1465.8550579471887,293.12109375,0.3985679465732018
48496,9,164.84014892578114,1830.9969734614513,739.49102783203125,0.39195673892426575
48496,10,162.5770263671875,1875.0918914448594,1384.489990234375,0.33220849273065345
48497,1,142.449951171875,1621.1956103242976,1399.3470458984375,0.4106645295429401
48497,2,103.7669677734375,1157.5456159857038,553.59930419921875,0.6289368659914191
48497,3,153.60302734375,1590.2246815591634,1245.6319580078125,0.3888376357114196
48497,4,178.90008544921875,2023.552795038861,789.982421875,0.3024016270552832
48497,5,151.10966873168945,1708.953123203508,50.99042892456055,0.2525141758401471
48497,6,117.06646728515614,1224.1914292117117,968.9824829101564,0.45860377894368043
48497,8,145.51687622070313,1596.417144963781,407.9660949707031,0.34569202807014376
