nn_weight,ta_weight,clst_weight,pv_weight,obj_ID,x,y,point_value,time,dist,points,strategy,forager,level
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,72.1476146119435,3.5355339059327378,390.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,26,15.0,-15.0,2.0,72.45505234289416,3.5355339059327378,392.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,72.88983495158982,5.0,394.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,73.19418277767677,3.5,396.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,73.7249025870565,6.103277807866851,398.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,22,12.5,-17.5,2.0,74.03234031800717,3.5355339059327378,400.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,25,10.0,-15.0,2.0,74.33977804895784,3.5355339059327378,402.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,24,6.5,-15.0,2.0,74.6441258750448,3.5,404.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,31,10.0,-10.0,2.0,75.17484568442453,6.103277807866851,406.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,29,12.5,-12.5,2.0,75.48228341537519,3.5355339059327378,408.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,32,15.0,-10.0,2.0,75.78972114632586,3.5355339059327378,410.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,34,15.0,-6.5,2.0,76.09406897241281,3.5,412.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,33,20.0,-10.0,2.0,76.62478878179255,6.103277807866851,414.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,30,17.5,-12.5,2.0,76.93222651274321,3.5355339059327378,416.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,27,20.0,-15.0,2.0,77.23966424369388,3.5355339059327378,418.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,28,23.5,-15.0,2.0,77.54401206978083,3.5,420.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,21,20.0,-20.0,2.0,78.07473187916057,6.103277807866851,422.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,23,17.5,-17.5,2.0,78.38216961011123,3.5355339059327378,424.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,19,15.0,-20.0,2.0,78.6896073410619,3.5355339059327378,426.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,18,15.0,-23.5,2.0,78.99395516714885,3.5,428.0,nn,0,1
2.025271209982657,0.0,0.0,1.0,20,10.0,-20.0,2.0,79.52467497652859,6.103277807866851,430.0,nn,0,1
