subject,level,object_size,x,y,points,time
2,_level_10,extra small,15,-10,48,60.025630950927734
2,_level_10,extra small,12.5,-12.5,50,60.25783157348633
2,_level_10,extra small,15,-15,52,60.458229064941406
2,_level_10,extra small,10,-15,54,60.75762939453125
2,_level_10,extra small,5,-15,56,61.191429138183594
2,_level_10,extra small,7.5,-12.5,58,61.39073181152344
2,_level_10,extra small,10,-10,60,61.690731048583984
2,_level_10,extra small,7.5,-7.5,62,61.84053039550781
2,_level_10,extra small,5,-10,64,62.023929595947266
2,_level_10,extra small,10,-5,66,62.190528869628906
2,_level_10,extra small,10,-1.5,68,62.440528869628906
2,_level_10,extra small,10,10,70,63.64033889770508
2,_level_10,extra small,12.5,12.5,72,63.706729888916016
2,_level_10,extra small,10,15,74,63.9565315246582
2,_level_10,extra small,12.5,17.5,76,64.2236328125
2,_level_10,extra small,10,20,78,64.44013214111328
2,_level_10,extra small,15,23.5,80,64.90632629394531
2,_level_10,extra small,15,20,82,65.00623321533203
2,_level_10,extra small,17.5,17.5,84,65.29052734375
2,_level_10,extra small,20,15,86,65.60603332519531
2,_level_10,extra small,20,20,88,65.8059310913086
2,_level_10,extra small,15,15,90,66.389129638671875
2,_level_10,extra small,17.5,12.5,92,66.6224365234375
2,_level_10,extra small,20,10,94,66.92223358154297
2,_level_10,extra small,15,10,96,67.1894302368164
2,_level_10,extra small,15,-5,98,68.67194366455078
2,_level_10,extra small,12.5,-7.5,100,68.97173309326172
2,_level_10,extra small,15,-10,102,69.1881332397461
2,_level_10,extra small,15,-15,104,69.67133331298828
2,_level_10,extra small,10,-15,106,70.037933349609375
2,_level_10,extra small,7.5,-12.5,108,70.42112731933594
2,_level_10,extra small,12.5,-12.5,110,70.62093353271484
2,_level_10,extra small,10,-10,112,70.88762664794922
2,_level_10,extra small,7.5,-7.5,114,71.12093353271484
2,_level_10,extra small,5,-10,116,71.32183074951172
2,_level_10,extra small,5,-5,118,71.53813171386719
2,_level_10,extra small,10,-5,120,71.771026611328125
2,_level_10,extra small,10,-1.5,122,71.90413665771484
2,_level_10,extra small,15,6.5,124,72.73683166503906
2,_level_10,extra small,15,10,126,73.02012634277344
2,_level_10,extra small,10,10,128,73.23673248291016
2,_level_10,extra small,10,15,130,73.5863265991211
2,_level_10,extra small,12.5,12.5,132,73.7862319946289
2,_level_10,extra small,12.5,17.5,134,73.820343017578125
2,_level_10,extra small,10,20,136,74.20313262939453
2,_level_10,extra small,15,23.5,138,74.419830322265625
2,_level_10,extra small,15,20,140,74.8861312866211
2,_level_10,extra small,17.5,17.5,142,74.95662689208984
2,_level_10,extra small,15,15,144,75.18583679199219
2,_level_10,extra small,20,15,146,75.669830322265625
2,_level_10,extra small,20,20,148,75.88643646240234
2,_level_10,extra small,17.5,12.5,150,76.41973114013672
2,_level_10,extra small,20,10,152,76.686431884765625
2,_level_10,extra small,15,-5,154,78.16863250732422
2,_level_10,extra small,12.5,-7.5,156,78.46993255615234
2,_level_10,extra small,12.5,-12.5,158,78.868927001953125
2,_level_10,extra small,15,-15,160,79.08524322509766
2,_level_10,extra small,10,-18.5,162,79.6518325805664
2,_level_10,extra small,10,-15,164,79.9851303100586
2,_level_10,extra small,7.5,-12.5,166,80.31813049316406
2,_level_10,extra small,5,-10,168,80.61773681640625
2,_level_10,extra small,7.5,-7.5,170,80.80123138427734
2,_level_10,extra small,10,-10,172,80.9840316772461
2,_level_10,extra small,15,-10,174,81.31733703613281
2,_level_10,extra small,10,-5,176,82.06783294677734
2,_level_10,extra small,5,-5,178,82.28462982177734
2,_level_10,extra small,10,-1.5,180,82.50023651123047
2,_level_10,extra small,10,10,182,83.65003204345703
2,_level_10,extra small,12.5,12.5,184,83.70012664794922
2,_level_10,extra small,10,15,186,83.94994354248047
2,_level_10,extra small,12.5,17.5,188,84.30033111572266
2,_level_10,extra small,10,20,190,84.3497314453125
2,_level_10,extra small,15,20,192,84.566436767578125
2,_level_10,extra small,17.5,17.5,194,84.90032958984375
2,_level_10,extra small,15,15,196,85.2165298461914
2,_level_10,extra small,17.5,12.5,198,85.58344268798828
2,_level_10,extra small,20,15,200,85.74933624267578
2,_level_10,extra small,20,20,202,86.065826416015625
2,_level_10,extra small,15,10,204,86.88233184814453
2,_level_10,extra small,15,6.5,206,87.19922637939453
2,_level_10,extra small,15,-5,208,88.26502990722656
2,_level_10,extra small,12.5,-7.5,210,88.54913330078125
2,_level_10,extra small,15,-10,212,88.76573181152344
2,_level_10,extra small,12.5,-12.5,214,88.982330322265625
2,_level_10,extra small,15,-15,216,89.39813232421875
2,_level_10,extra small,10,-18.5,218,89.76493072509766
2,_level_10,extra small,10,-15,220,90.23103332519531
2,_level_10,extra small,7.5,-12.5,222,90.44783020019531
2,_level_10,extra small,10,-10,224,90.8476333618164
2,_level_10,extra small,7.5,-7.5,226,90.88072967529297
2,_level_10,extra small,10,-5,228,91.14823150634766
2,_level_10,extra small,10,-1.5,230,91.46394348144531
2,_level_10,extra small,10,10,232,92.46412658691406
2,_level_10,extra small,12.5,12.5,234,92.730133056640625
2,_level_10,extra small,10,15,236,92.94683074951172
2,_level_10,extra small,12.5,17.5,238,93.230133056640625
2,_level_10,extra small,15,20,240,93.531036376953125
2,_level_10,extra small,10,20,242,93.74703216552734
2,_level_10,extra small,15,23.5,244,94.0637435913086
2,_level_10,extra small,20,20,246,94.56292724609375
2,_level_10,extra small,20,15,248,94.99603271484375
2,_level_10,extra small,17.5,12.5,250,95.24683380126953
2,_level_10,extra small,15,15,252,95.37953186035156
2,_level_10,extra small,17.5,17.5,254,95.41272735595703
2,_level_10,extra small,23.5,15,256,96.01262664794922
2,_level_10,extra small,6.5,15,258,97.328826904296875
2,_level_10,extra small,0,15,260,97.86183166503906
2,_level_10,extra small,-5,15,262,98.2789306640625
2,_level_10,extra small,-15,15,264,99.12803649902344
2,_level_10,extra small,-25,15,266,99.9455337524414
2,_level_10,extra small,-30,15,268,100.36100006103516
2,_level_10,extra small,6.5,15,272,103.26010131835938
2,_level_10,extra small,0,15,270,102.91020202636719
2,_level_10,extra small,10,15,274,103.55979919433594
2,_level_10,extra small,15,15,276,103.97699737548828
2,_level_10,extra small,20,15,278,104.40969848632813
2,_level_10,extra small,23.5,15,280,104.67680358886719
2,_level_10,extra small,-5,15,282,106.9928970336914
2,_level_10,extra small,-15,15,284,107.82520294189453
2,_level_10,extra small,-25,15,286,108.6416015625
2,_level_10,extra small,-30,15,288,109.05809783935547
2,_level_10,extra small,0,15,290,111.3905029296875
2,_level_10,extra small,6.5,15,292,111.92369842529297
2,_level_10,extra small,10,15,294,112.22440338134766
2,_level_10,extra small,15,15,296,112.64009857177734
2,_level_10,extra small,20,15,298,113.05670166015625
2,_level_10,extra small,23.5,15,300,113.34010314941406
2,_level_10,extra small,20,10,302,113.8062973022461
2,_level_10,extra small,17.5,12.5,304,113.98970031738281
2,_level_10,extra small,17.5,17.5,306,114.50659942626953
2,_level_10,extra small,15,20,308,114.806396484375
2,_level_10,extra small,10,20,310,115.33910369873047
2,_level_10,extra small,12.5,17.5,312,115.52349853515625
2,_level_10,extra small,12.5,12.5,314,115.98919677734375
2,_level_10,extra small,10,10,316,116.23899841308594
2,_level_10,extra small,15,10,318,116.57260131835938
2,_level_10,extra small,15,6.5,320,116.63939666748047
2,_level_10,extra small,15,-5,322,117.80509948730469
2,_level_10,extra small,15,-10,324,118.17179870605469
2,_level_10,extra small,15,-10,326,118.18830108642578
2,_level_10,extra small,12.5,-12.5,328,118.40480041503906
2,_level_10,extra small,15,-15,330,118.63809967041016
2,_level_10,extra small,10,-18.5,332,119.30449676513672
2,_level_10,extra small,5,-15,334,119.82140350341797
2,_level_10,extra small,7.5,-12.5,336,119.97109985351563
2,_level_10,extra small,10,-10,338,120.27079772949219
2,_level_10,extra small,7.5,-7.5,340,120.48739624023438
2,_level_10,extra small,5,-10,342,120.6041030883789
2,_level_10,extra small,10,-5,344,120.97119903564453
2,_level_10,extra small,10,-1.5,346,121.17050170898438
2,_level_10,extra small,10,10,348,122.30419921875
2,_level_10,extra small,10,15,350,122.63680267333984
2,_level_10,extra small,12.5,12.5,352,122.68679809570313
2,_level_10,extra small,12.5,17.5,354,122.8864974975586
2,_level_10,extra small,10,20,356,123.1698989868164
2,_level_10,extra small,15,23.5,358,123.4697036743164
2,_level_10,extra small,15,23.5,360,123.48670196533203
2,_level_10,extra small,17.5,17.5,362,123.8196029663086
2,_level_10,extra small,15,15,364,124.11940002441406
2,_level_10,extra small,20,15,366,124.26950073242188
2,_level_10,extra small,17.5,12.5,368,125.15350341796875
2,_level_10,extra small,15,10,370,125.45349884033203
2,_level_10,extra small,15,6.5,372,126.35279846191406
2,_level_10,extra small,15,-5,374,127.66840362548828
2,_level_10,extra small,12.5,-7.5,376,127.95220184326172
2,_level_10,extra small,15,-10,378,128.10159301757813
2,_level_10,extra small,18.5,-10,380,128.35130310058594
2,_level_10,extra small,15,-15,382,128.5847930908203
2,_level_10,extra small,10,-15,384,128.9512939453125
2,_level_10,extra small,12.5,-12.5,386,129.25120544433594
2,_level_10,extra small,10,-10,388,129.4676971435547
2,_level_10,extra small,7.5,-7.5,390,129.7010955810547
2,_level_10,extra small,5,-10,392,129.90089416503906
2,_level_10,extra small,10,-5,394,130.65069580078125
2,_level_10,extra small,10,-1.5,396,131.10049438476563
2,_level_10,extra small,15,6.5,398,132.0507049560547
2,_level_10,extra small,15,10,400,132.11770629882813
2,_level_10,extra small,12.5,12.5,402,132.35020446777344
2,_level_10,extra small,10,10,404,132.4665985107422
2,_level_10,extra small,10,15,406,132.66709899902344
2,_level_10,extra small,12.5,17.5,408,132.88400268554688
2,_level_10,extra small,10,20,410,133.11639404296875
2,_level_10,extra small,15,20,412,133.46710205078125
2,_level_10,extra small,17.5,17.5,414,133.71640014648438
2,_level_10,extra small,15,15,416,133.8831024169922
2,_level_10,extra small,20,20,418,134.39990234375
2,_level_10,extra small,17.5,12.5,420,135.3511962890625
2,_level_10,extra small,20,10,422,135.5998992919922
2,_level_10,extra small,23.5,15,424,136.0493927001953
2,_level_10,extra small,20,15,426,136.19900512695313
2,_level_10,extra small,15,-5,428,137.99819946289063
2,_level_10,extra small,15,-10,430,138.43130493164063
2,_level_10,extra small,15,-15,432,138.96449279785156
2,_level_10,extra small,10,-15,434,139.38099670410156
2,_level_10,extra small,12.5,-12.5,436,139.66490173339844
2,_level_10,extra small,12.5,-7.5,438,140.0308074951172
2,_level_10,extra small,10,-10,440,140.06410217285156
2,_level_10,extra small,7.5,-7.5,442,140.26429748535156
2,_level_10,extra small,5,-10,444,140.46420288085938
2,_level_10,extra small,7.5,-12.5,446,140.6638946533203
2,_level_10,extra small,5,-5,448,141.43089294433594
2,_level_10,extra small,10,-5,450,141.59739685058594
2,_level_10,extra small,10,-1.5,452,141.94720458984375
2,_level_10,extra small,15,6.5,454,142.66400146484375
2,_level_10,extra small,15,10,456,142.9470977783203
2,_level_10,extra small,12.5,12.5,458,143.16409301757813
2,_level_10,extra small,10,10,460,143.19639587402344
2,_level_10,extra small,15,15,462,143.46310424804688
2,_level_10,extra small,12.5,17.5,464,143.74620056152344
2,_level_10,extra small,10,20,466,144.0460968017578
2,_level_10,extra small,15,23.5,468,144.34609985351563
2,_level_10,extra small,15,20,470,144.44619750976563
2,_level_10,extra small,17.5,17.5,472,144.7299041748047
2,_level_10,extra small,20,15,474,145.0290985107422
2,_level_10,extra small,17.5,12.5,476,145.2301025390625
2,_level_10,extra small,20,10,478,145.72909545898438
2,_level_10,extra small,15,-5,480,146.94520568847656
2,_level_10,extra small,12.5,-7.5,482,147.21189880371094
2,_level_10,extra small,15,-10,484,147.5283966064453
2,_level_10,extra small,15,-15,486,147.87820434570313
2,_level_10,extra small,10,-15,488,148.16140747070313
2,_level_10,extra small,7.5,-12.5,490,148.4615020751953
2,_level_10,extra small,12.5,-12.5,492,148.5614013671875
2,_level_10,extra small,10,-10,494,148.61129760742188
2,_level_10,extra small,7.5,-7.5,496,148.97779846191406
2,_level_10,extra small,5,-10,498,149.16090393066406
2,_level_10,extra small,5,-5,500,149.41099548339844
2,_level_10,extra small,10,-5,502,149.64439392089844
2,_level_10,extra small,10,-1.5,504,149.77749633789063
2,_level_10,extra small,15,6.5,506,150.6779022216797
2,_level_10,extra small,15,10,508,150.877197265625
2,_level_10,extra small,12.5,12.5,510,151.11099243164063
2,_level_10,extra small,10,15,512,151.41140747070313
2,_level_10,extra small,12.5,17.5,514,151.61099243164063
2,_level_10,extra small,10,20,516,151.84359741210938
2,_level_10,extra small,15,20,518,152.12680053710938
2,_level_10,extra small,17.5,17.5,520,152.37669372558594
2,_level_10,extra small,20,20,522,152.72740173339844
2,_level_10,extra small,15,23.5,524,153.12660217285156
2,_level_10,extra small,15,15,526,153.82620239257813
2,_level_10,extra small,17.5,12.5,528,153.8928985595703
2,_level_10,extra small,20,15,530,154.6092987060547
2,_level_10,extra small,23.5,15,532,154.7095947265625
2,_level_10,extra small,20,10,534,155.02650451660156
2,_level_10,extra small,18.5,-10,536,156.8419952392578
2,_level_10,extra small,15,-15,538,157.25840759277344
2,_level_10,extra small,10,-18.5,540,157.74159240722656
2,_level_10,extra small,5,-15,542,158.24139404296875
2,_level_10,extra small,1.5,-10,544,158.8079071044922
2,_level_10,extra small,5,-10,546,158.95379638671875
2,_level_10,extra small,7.5,-12.5,548,159.34120178222656
2,_level_10,extra small,10,-10,550,159.39109802246094
2,_level_10,extra small,10,-15,552,159.62429809570313
2,_level_10,extra small,12.5,-12.5,554,159.7075958251953
2,_level_10,extra small,15,-10,556,160.10760498046875
2,_level_10,extra small,12.5,-7.5,558,160.32420349121094
2,_level_10,extra small,10,-5,560,160.5906982421875
2,_level_10,extra small,5,-5,562,160.9571990966797
2,_level_10,extra small,10,-1.5,564,161.2904052734375
2,_level_10,extra small,15,6.5,566,162.02340698242188
2,_level_10,extra small,10,10,568,162.4564971923828
2,_level_10,extra small,10,15,570,162.92340087890625
2,_level_10,extra small,12.5,17.5,572,163.1905975341797
2,_level_10,extra small,10,20,574,163.34019470214844
2,_level_10,extra small,15,23.5,576,163.839599609375
2,_level_10,extra small,15,20,578,163.92359924316406
2,_level_10,extra small,17.5,17.5,580,164.2064971923828
2,_level_10,extra small,15,15,582,164.43919372558594
2,_level_10,extra small,12.5,12.5,584,164.72279357910156
2,_level_10,extra small,15,10,586,165.12229919433594
2,_level_10,extra small,20,10,588,165.5720977783203
2,_level_10,extra small,20,15,590,165.88870239257813
2,_level_10,extra small,20,20,592,166.3052978515625
2,_level_10,extra small,17.5,12.5,594,166.872802734375
2,_level_10,extra small,15,-5,596,168.63800048828125
2,_level_10,extra small,12.5,-7.5,598,168.8885955810547
2,_level_10,extra small,15,-10,600,169.23779296875
2,_level_10,extra small,12.5,-12.5,602,169.50430297851563
2,_level_10,extra small,15,-15,604,169.58749389648438
2,_level_10,extra small,10,-15,606,169.78729248046875
2,_level_10,extra small,10,-18.5,608,170.4873046875
2,_level_10,extra small,7.5,-12.5,610,171.02040100097656
2,_level_10,extra small,5,-10,612,171.30349731445313
2,_level_10,extra small,7.5,-7.5,614,171.52020263671875
2,_level_10,extra small,10,-5,616,171.78700256347656
2,_level_10,extra small,10,-5,618,171.8032989501953
2,_level_10,extra small,5,-5,620,172.0366973876953
2,_level_10,extra small,10,-1.5,622,172.31979370117188
2,_level_10,extra small,15,6.5,624,173.02020263671875
2,_level_10,extra small,15,10,626,173.3197021484375
2,_level_10,extra small,12.5,12.5,628,173.53610229492188
2,_level_10,extra small,10,15,630,173.85279846191406
2,_level_10,extra small,6.5,15,632,174.01939392089844
2,_level_10,extra small,12.5,17.5,634,174.30259704589844
2,_level_10,extra small,10,20,636,174.35299682617188
2,_level_10,extra small,15,20,638,174.60299682617188
2,_level_10,extra small,17.5,17.5,640,174.9864044189453
2,_level_10,extra small,20,20,642,175.05239868164063
2,_level_10,extra small,15,15,644,175.35240173339844
2,_level_10,extra small,17.5,12.5,646,175.4698028564453
2,_level_10,extra small,20,10,648,175.70260620117188
2,_level_10,extra small,20,15,650,176.7686004638672
2,_level_10,extra small,10,-1.5,652,178.70140075683594
2,_level_10,extra small,15,-5,654,179.06759643554688
2,_level_10,extra small,12.5,-7.5,656,179.2841033935547
2,_level_10,extra small,10,-10,658,179.58419799804688
2,_level_10,extra small,12.5,-12.5,660,179.75079345703125
2,_level_10,extra small,15,-15,662,180.01730346679688
2,_level_10,extra small,15,-10,664,180.25059509277344
2,_level_10,extra small,7.5,-12.5,666,180.86720275878906
2,_level_10,extra small,10,-15,668,181.10049438476563
2,_level_10,extra small,10,-18.5,670,181.41700744628906
2,_level_10,extra small,5,-15,672,182.0166015625
2,_level_10,extra small,5,-10,674,182.4665069580078
2,_level_10,extra small,1.5,-10,676,182.58340454101563
2,_level_10,extra small,7.5,-7.5,678,182.88290405273438
2,_level_10,extra small,5,-5,680,183.23300170898438
2,_level_10,extra small,10,-1.5,682,183.73289489746094
2,_level_10,extra small,15,6.5,684,184.54930114746094
2,_level_10,extra small,10,10,686,184.99960327148438
2,_level_10,extra small,12.5,12.5,688,185.16549682617188
2,_level_10,extra small,10,15,690,185.48240661621094
2,_level_10,extra small,12.5,17.5,692,185.5655059814453
2,_level_10,extra small,10,20,694,185.7987060546875
2,_level_10,extra small,15,20,696,186.0323028564453
2,_level_10,extra small,20,20,698,186.54859924316406
2,_level_8,extra large,10,-1.5,0,191.96380615234375
2,_level_8,extra large,10,-5,5,192.17990112304688
2,_level_8,extra large,5,-5,10,192.39669799804688
2,_level_8,large,7.5,-7.5,15,192.42999267578125
2,_level_8,extra large,5,-10,19,192.67970275878906
2,_level_8,extra large,1.5,-10,24,192.82980346679688
2,_level_8,extra large,-5,-20,29,193.86270141601563
2,_level_8,extra large,-10,-20,34,194.16319274902344
2,_level_8,extra large,-10,-10,39,194.92909240722656
2,_level_8,extra large,-20,-10,44,195.74530029296875
2,_level_8,extra large,-20,-5,49,196.01199340820313
2,_level_8,extra large,-15,0,54,196.5283966064453
2,_level_8,extra large,-15,5,59,196.9615936279297
2,_level_8,extra large,-5,5,64,197.6280059814453
2,_level_8,extra large,-5,15,69,198.46170043945313
2,_level_8,extra large,0,15,74,198.71119689941406
2,_level_8,extra large,6.5,15,79,199.27760314941406
2,_level_8,extra large,10,15,84,199.56129455566406
2,_level_8,large,12.5,12.5,89,199.84429931640625
2,_level_8,extra large,10,10,93,199.91079711914063
2,_level_8,extra large,15,10,98,200.1103973388672
2,_level_8,extra large,15,6.5,103,200.3105926513672
2,_level_8,extra large,10,-1.5,108,201.22689819335938
2,_level_8,extra large,10,-5,113,201.377197265625
2,_level_8,large,7.5,-7.5,118,201.726806640625
2,_level_8,extra large,5,-5,122,201.80999755859375
2,_level_8,extra large,5,-10,127,201.97659301757813
2,_level_8,extra large,1.5,-10,132,202.20989990234375
2,_level_8,large,5,-15,137,202.64309692382813
2,_level_8,large,7.5,-12.5,141,203.0601043701172
2,_level_8,extra small,10,-15,145,203.12620544433594
2,_level_8,extra small,10,-10,147,203.37660217285156
2,_level_8,extra small,12.5,-12.5,149,203.42599487304688
2,_level_8,large,12.5,-7.5,151,203.6428985595703
2,_level_8,extra small,15,-10,155,203.72610473632813
2,_level_8,large,15,-5,157,203.92579650878906
2,_level_8,large,20,10,161,205.32550048828125
2,_level_8,large,17.5,12.5,165,205.6094970703125
2,_level_8,extra small,15,15,169,205.9420928955078
2,_level_8,large,12.5,17.5,171,206.20860290527344
2,_level_8,large,10,20,175,206.4918975830078
2,_level_8,extra large,6.5,15,179,206.9084014892578
2,_level_8,extra large,10,15,184,207.0915985107422
2,_level_8,extra large,10,10,189,207.35850524902344
2,_level_8,large,12.5,12.5,194,207.40809631347656
2,_level_8,extra large,15,10,198,207.6584014892578
2,_level_8,extra large,15,6.5,203,207.80799865722656
2,_level_8,extra large,10,-1.5,208,208.60780334472656
2,_level_8,extra large,10,-5,213,208.9573974609375
2,_level_8,large,7.5,-7.5,218,209.20799255371094
2,_level_8,extra large,5,-5,222,209.26919555664063
2,_level_8,extra large,5,-10,227,209.45779418945313
2,_level_8,extra large,1.5,-10,232,209.65750122070313
2,_level_8,large,5,-15,237,210.02389526367188
2,_level_8,large,7.5,-12.5,241,210.12379455566406
2,_level_8,extra small,10,-15,245,210.4075927734375
2,_level_8,extra small,12.5,-12.5,247,210.70689392089844
2,_level_8,large,12.5,-7.5,249,211.1240997314453
2,_level_8,large,15,-5,253,211.35699462890625
2,_level_8,large,17.5,12.5,257,212.90640258789063
2,_level_8,extra large,15,10,261,213.0063934326172
2,_level_8,extra small,15,15,266,213.17359924316406
2,_level_8,large,12.5,17.5,268,213.42300415039063
2,_level_8,large,10,20,272,213.706298828125
2,_level_8,extra large,6.5,15,276,213.989501953125
2,_level_8,extra large,10,15,281,214.07339477539063
2,_level_8,extra large,12.5,12.5,286,214.44000244140625
2,_level_8,large,12.5,12.5,291,214.456298828125
2,_level_8,extra large,15,6.5,295,214.87229919433594
2,_level_8,extra large,10,-1.5,300,215.77239990234375
2,_level_8,extra large,10,-5,305,216.0386962890625
2,_level_8,extra large,5,-5,310,216.3218994140625
2,_level_8,large,7.5,-7.5,315,216.3719940185547
2,_level_8,extra large,5,-10,319,216.6217041015625
2,_level_8,extra large,1.5,-10,324,216.7716064453125
2,_level_8,large,5,-15,329,217.2050018310547
2,_level_8,large,7.5,-12.5,333,217.52149963378906
2,_level_8,extra small,10,-15,337,217.62179565429688
2,_level_8,extra small,10,-10,339,217.83810424804688
2,_level_8,large,12.5,-7.5,341,218.08779907226563
2,_level_8,large,15,-5,345,218.3881072998047
2,_level_8,large,17.5,12.5,349,219.97129821777344
2,_level_8,extra large,15,10,353,220.00390625
2,_level_8,extra small,15,15,358,220.2205047607422
2,_level_8,large,12.5,17.5,360,220.48789978027344
2,_level_8,extra large,10,15,364,220.58689880371094
2,_level_8,large,10,20,369,220.77049255371094
2,_level_8,extra large,6.5,15,373,221.03770446777344
2,_level_8,extra large,10,10,378,221.50399780273438
2,_level_8,large,12.5,12.5,383,221.60360717773438
2,_level_8,extra large,15,6.5,387,221.9698944091797
2,_level_8,extra large,10,-1.5,392,223.0030975341797
2,_level_8,extra large,10,-5,397,223.1195068359375
2,_level_8,large,7.5,-7.5,402,223.45269775390625
2,_level_8,extra large,5,-10,406,223.70249938964844
2,_level_8,extra large,1.5,-10,411,223.98590087890625
2,_level_8,extra large,5,-5,416,224.30250549316406
2,_level_8,large,7.5,-12.5,421,224.7696990966797
2,_level_8,large,5,-15,425,225.01890563964844
2,_level_8,extra small,10,-15,429,225.40289306640625
2,_level_8,extra small,12.5,-12.5,431,225.65199279785156
2,_level_8,extra small,10,-10,433,225.75180053710938
2,_level_8,large,12.5,-7.5,435,225.95230102539063
2,_level_8,extra small,15,-10,439,225.9853973388672
2,_level_8,large,15,-5,441,226.28660583496094
2,_level_8,extra large,15,6.5,445,227.268798828125
2,_level_8,extra large,15,10,450,227.55140686035156
2,_level_8,extra large,10,10,455,227.7183074951172
2,_level_8,large,12.5,12.5,460,227.8184051513672
2,_level_8,extra large,10,15,464,228.10110473632813
2,_level_8,extra large,6.5,15,469,228.1844940185547
2,_level_8,large,10,20,474,228.68499755859375
2,_level_8,large,12.5,17.5,478,228.8843994140625
2,_level_8,extra small,15,15,482,229.20179748535156
2,_level_8,large,17.5,12.5,484,229.4674072265625
2,_level_8,large,20,10,488,229.76719665527344
2,_level_8,extra large,10,-1.5,492,230.96710205078125
2,_level_8,extra large,10,-5,497,231.2675018310547
2,_level_8,extra large,5,-5,502,231.5500030517578
2,_level_8,large,7.5,-7.5,507,231.58340454101563
2,_level_8,extra large,5,-10,511,231.84979248046875
2,_level_8,extra large,1.5,-10,516,231.98390197753906
2,_level_8,large,5,-15,521,232.39990234375
2,_level_8,large,7.5,-12.5,525,232.54969787597656
2,_level_8,extra small,10,-15,529,232.7996063232422
2,_level_8,extra small,12.5,-12.5,531,232.99940490722656
2,_level_8,extra small,12.5,-7.5,533,233.33279418945313
2,_level_8,large,12.5,-7.5,535,233.33279418945313
2,_level_8,large,15,-5,539,233.59979248046875
2,_level_8,extra large,15,6.5,543,234.6490936279297
2,_level_8,extra large,15,10,548,234.98260498046875
2,_level_8,extra large,10,10,553,235.1824951171875
2,_level_8,large,12.5,12.5,558,235.2823028564453
2,_level_8,extra large,10,15,562,235.54910278320313
2,_level_8,extra large,6.5,15,567,235.64889526367188
2,_level_8,large,12.5,17.5,572,235.99859619140625
2,_level_8,large,10,20,576,236.04859924316406
2,_level_8,extra small,15,20,580,236.3822021484375
2,_level_8,extra small,17.5,17.5,582,236.63250732421875
2,_level_8,large,17.5,12.5,586,236.94810485839844
2,_level_8,extra small,17.5,12.5,584,236.94810485839844
2,_level_8,large,20,10,590,237.181396484375
2,_level_8,extra large,10,-1.5,594,238.53089904785156
2,_level_8,extra large,10,-5,599,238.631103515625
2,_level_8,large,7.5,-7.5,604,238.94740295410156
2,_level_8,extra large,5,-10,608,239.23109436035156
2,_level_8,extra large,1.5,-10,613,239.4971923828125
2,_level_8,large,7.5,-12.5,618,239.76390075683594
2,_level_8,extra large,5,-5,622,240.23060607910156
2,_level_8,large,5,-15,627,241.1304931640625
2,_level_8,extra small,10,-15,631,241.58009338378906
2,_level_8,extra small,12.5,-12.5,633,241.84649658203125
2,_level_8,extra small,12.5,-12.5,635,241.86309814453125
2,_level_8,large,12.5,-7.5,637,242.11309814453125
2,_level_8,extra small,15,-10,641,242.16299438476563
2,_level_8,large,15,-5,643,242.3795928955078
2,_level_8,extra large,15,6.5,647,243.36279296875
2,_level_8,extra large,15,10,652,243.64590454101563
2,_level_8,extra large,12.5,12.5,657,243.92909240722656
2,_level_8,large,12.5,12.5,662,243.94569396972656
2,_level_8,extra large,10,15,666,244.21229553222656
2,_level_8,extra large,6.5,15,671,244.34559631347656
2,_level_8,large,10,20,676,244.81300354003906
2,_level_8,large,12.5,17.5,680,245.01229858398438
2,_level_8,extra small,15,15,684,245.3459930419922
2,_level_8,large,17.5,12.5,686,245.6125030517578
2,_level_8,large,20,10,690,245.91160583496094
2,_level_8,extra large,10,-1.5,694,247.0782012939453
2,_level_8,extra large,5,-5,699,247.5780029296875
2,_level_8,large,7.5,-7.5,704,247.7281951904297
2,_level_8,extra large,5,-10,708,247.9449005126953
2,_level_8,extra large,1.5,-10,713,248.1614990234375
2,_level_8,large,5,-15,718,248.47760009765625
2,_level_8,large,7.5,-12.5,722,248.8773956298828
2,_level_8,extra small,10,-15,726,248.92739868164063
2,_level_8,extra small,10,-10,728,249.16079711914063
2,_level_8,extra large,10,-5,730,249.54400634765625
2,_level_8,large,12.5,-7.5,735,249.67709350585938
2,_level_8,large,15,-5,739,249.860595703125
2,_level_8,extra large,15,6.5,743,251.1768035888672
2,_level_8,extra large,10,10,748,251.6103057861328
2,_level_8,extra large,10,15,753,252.05979919433594
2,_level_8,extra large,6.5,15,758,252.12640380859375
2,_level_8,large,12.5,17.5,763,252.3769989013672
2,_level_8,large,12.5,12.5,767,252.4945068359375
2,_level_8,extra small,15,15,771,252.55960083007813
2,_level_8,large,17.5,12.5,773,252.77679443359375
2,_level_8,extra large,15,10,777,252.8260955810547
2,_level_8,large,20,10,782,253.09410095214844
2,_level_8,extra large,10,-1.5,786,254.15899658203125
2,_level_8,extra large,10,-5,791,254.59230041503906
2,_level_8,large,7.5,-7.5,796,254.80880737304688
2,_level_8,extra large,5,-10,800,255.09210205078125
2,_level_8,extra large,5,-5,805,255.30880737304688
2,_level_8,extra large,1.5,-10,810,255.8917999267578
2,_level_8,large,5,-15,815,256.44171142578125
2,_level_8,large,7.5,-12.5,819,256.49169921875
2,_level_8,extra small,10,-10,823,256.9081115722656
2,_level_8,large,12.5,-7.5,825,257.1413879394531
